,asin,reviews,entity
253,B0788JTZFM,I am buying a new computer for my wife and so the computer should play games with no problems.,"['Computer', 'Computer']"
254,B07BQVMWG5,I am going to buy a new computer and I want it to startup fast with a reasonable price. I have some programes to be installed so the DVD drive should work well.,"['DVD', 'Computer']"
255,B07BQVMWG5,I need a new computer for work so everything should be fast including the bootup.,['Computer']
256,B07BQVMWG5,A lightweight computer is what I need.,['Computer']
257,B07BQVMWG5,I want to find a computer that can navigate fast and easily.,['Computer']
258,B077RNJR5N,I need a new notebook and I want it to be light and easy to use.,[]
259,B077RNJR5N,I am new to laptop and I need a laptop that has a good touch screen and a big hard drive but a good price.,['Hard disk drive']
260,B077RNJR5N,A good touch screen should be installed on my new computer.,['Computer']
261,B077RNJR5N,I want a computer that is lightweight and fast.,['Computer']
262,B077RNJR5N,I want to replace my old computer that I want one which runs fast and silently. I want it to look sleek within my budget.,['Computer']
263,B077RNJR5N,Speed is what I concerned when buying a new computer.,['Computer']
264,B077RNJR5N,I am not a computer savvy and I want a computer that is easy to use.,"['Computer', 'Computer']"
265,B072MTXBLM,I am purchasing a new computer mainly for gaming so it should play games smoothly and have a gorgeous screen.,['Computer']
266,B072MTXBLM,"I am new to gaming laptop and I want some really good red back-lit keys because that looks cool. Of course the computer should run games great, and I don't want to wait too long for the game to be loaded. I need some nice graphics on the computer. Accessible fan settings would be prefect for me.","['Computer', 'Gaming computer', 'Computer', 'Prefect']"
267,B072MTXBLM,"I cannot play certain games with my friend on my old computer so I need a new laptop that play games well and stay in a good price. I also want it to run smoothly, cool and quietly. A sturdy computer with cool red backlit keyboard would be perfect.","['Computer keyboard', 'Computer', 'Computer']"
268,B072MTXBLM,I am planning to buy a new computer and I want it to play games well without a high price.,['Computer']
269,B072MTXBLM,"The old computer is not satisfying so I want to find a new computer that comes with great value. I need it to run games perfectly under powerful CPU and GPU. I may store a lot of games so I need as much storage as it can. Moreover, it should boot up fast and have smooth keys. I want it to look great with some great display.","['Computer', 'Central processing unit', 'Booting', 'Computer', 'Graphics processing unit']"
270,B072MTXBLM,I need a new computer to go to work so it should be fast and sturdy. I do love a good backlit keyboard.,"['Computer keyboard', 'Computer']"
271,B072MTXBLM,"I want to have a new gaming laptop and I want a nice display to come with it. I also want it to be responsive, quiet and light.",['Gaming computer']
272,B072MTXBLM,Speed is the particular area I look into when purchasing a new computer.,['Computer']
273,B072MTXBLM,I have got some expectations on my new computer as I need an amazing monitor and a good keyboard.,"['Computer keyboard', 'Computer']"
274,B072MTXBLM,I am finding a fantastic bargain for my gaming computer.,['Gaming computer']
275,B072MTXBLM,I need some recommendations for an awesome gaming laptop.,['Gaming computer']
276,B072MTXBLM,"I don't want an overheated computer so the cooling system should be quiet and efficient. I want the audio sound to be decent. Also, it should do quick boot up.",[]
277,B072MTXBLM,My dream gaming laptop is the one that runs games well.,['Gaming computer']
278,B072MTXBLM,I would have no complaints as long as the new computer would start up in seconds.,['Computer']
279,B072MTXBLM,I need a present for my husband and I hope it can with a reasonable price.,[]
280,B072MTXBLM,I enjoy playing games and I want a new laptop that is good for gaming with a great price.,[]
281,B072MTXBLM,I am finding a new laptop for gaming and a short boot up time is expected.,['Booting']
282,B072MTXBLM,I am buying a new gaming laptop for my husband and I want a red backlit keyboard so it would be warm and comfortable to his eyes. I also need it to have strong fan sound so I know the cooling system is working well. Of course it should be fast.,"['Gaming computer', 'Computer keyboard']"
283,B072MTXBLM,I don't have a huge budget for my new computer so it should come with a good price.,['Computer']
284,B072MTXBLM,A well-priced computer would be perfect for me.,[]
285,B072MTXBLM,I like to have good design on my new computer and it should own a reasonable price.,['Computer']
286,B072MTXBLM,I am into gaming and I am finding a new computer that is fast and own a gorgeous screen.,['Computer']
287,B072MTXBLM,I have a number of games that I would like to try on my new laptop so it should have a large storage that is great for gaming.,[]
288,B072MTXBLM,I want to play games well on a fast computer.,['Computer']
289,B072MTXBLM,I did a lot of research on my new computer and my wish is to have a fast computer that play games well.,"['Computer', 'Computer']"
290,B072MTXBLM,Speed is what I look into when purchasing a new computer.,['Computer']
291,B06XMQ82P4,"As a college student, I am finding a sturdy computer with a nice revolving camera.",['Computer']
292,B06XMQ82P4,"I need a computer for my work and I want it to be light and easy to carry for my meetings. Also, the battery life and screen should be good so I can show my clients my slides.","['Computer', 'Artillery battery']"
293,B06XMQ82P4,One of my flight attendent mentioned she wanted a light computer.,['Computer']
294,B06XMQ82P4,I am planning to buy a computer as a present and all she wanted is a computer that is lightweight and has a long battery life.,"['Computer', 'Artillery battery', 'Computer']"
295,B06XMQ82P4,I need a computer with great performance and cost.,['Computer']
296,B06XMQ82P4,I travel a lot so I would like to have a sturdy and handy laptop.,[]
297,B06XMQ82P4,I am replacing my old laptop for a better-sized laptop.,[]
298,B06XMQ82P4,I need a perfect laptop for my office work in which it should be small and handy.,[]
299,B06XMQ82P4,My husband has to go for business trip so he needs a laptop with perfect size.,[]
300,B06XMQ82P4,I want to have the best laptop with the least money.,[]
301,B0785H4MT5,I need to take my computer to school so it's better to be lightweight.,['Computer']
302,B0785H4MT5,I need a replacement for my old laptop and I want a new one with good screen and nice price.,['Saint Etienne discography']
303,B0785H4MT5,I want a computer that is well designed.,['Computer']
304,B0785H4MT5,"I like things that are good looking, my new computer should not be left out.",['Computer']
305,B0785H4MT5,I need a computer that powers up smoothly with a reasonable price.,['Computer']
306,B0785H4MT5,I don’t have much money so I need a computer that comes with a great price.,['Computer']
307,B0785H4MT5,I am saving money so I want a well priced computer.,['Computer']
308,B0785H4MT5,I like computers with sleek design.,[]
309,B0785H4MT5,I hope my money is well paid for a high performance computer.,['Computer']
310,B0785H4MT5,I am finding a fast computer.,['Computer']
311,B0785H4MT5,I bring my laptop everywhere I go so I would like it to be sleek and lightweight.,[]
312,B0785H4MT5,I do multitasking all the time so it'll be good to be able to split screens on an affordable computer.,"['Computer', 'Multi-dynamic image technique', 'Computer multitasking']"
313,B0785H4MT5,I do basic browsing and I am finding a cheap computer which comes up with the performance.,['Computer']
314,B0785H4MT5,I would need large storage for my files.,[]
315,B0785H4MT5,"I wish the computer would perform greatly in images. Also, it should be light.",['Computer']
316,B0785H4MT5,I am finding the best computer with my limited budget.,['Computer']
317,B0785H4MT5,I am buying the computer for my family so I need a nice screen to protect their eyes.,['Computer']
318,B0785H4MT5,"I am a writer and I am looking for a computer that is fast, quiet and lightweight.",['Computer']
319,B073WQLZ7M,My next semester is coming and I am finding a new computer to cope with the work. The computer should play games easily with an amazing price.,"['Computer', 'Computer']"
320,B073WQLZ7M,I am a student and I want a computer that has a powerful quad core and sturdy construction. I don't want the cost to surpass my budget.,['Computer']
321,B073WQLZ7M,I pay attention to my gaming experience but I also want a low price for a good computer.,"['Computer', 'Pay Attention']"
322,B073WQLZ7M,It would be enjoyable to have a computer that is speedy with an amazing sound system.,"['Computer', 'Sound reinforcement system']"
323,B073WQLZ7M,I go on a lot of business travell so what I need is a computer that is light and doesn't take up much space. I need some good build quality to come with the computer. I also hope it would be easy to upgrade. A decent keyboard and a responsive touchpad are also necessary.,"['Computer keyboard', 'Computer', 'Touchpad', 'Computer']"
324,B073WQLZ7M,I don’t want my computer to slow down so a no is for those bloatware.,"['Software bloat', 'Computer']"
325,B073WQLZ7M,I use CAD programmes so I am finding a computer that run those programmes well.,"['Computer', 'Computer-aided design']"
326,B073WQLZ7M,I dislike bloatware so it's better to be none of them.,['Software bloat']
327,B073WQLZ7M,"I want a replacement for my old computer and I need a new one that comes with amazing build quality. For the specs, a good keyboard and wonderful display quality and resolution are expected. Moreover, the price should be reasonable.","['Computer keyboard', 'Computer']"
328,B073WQLZ7M,"I would just use the computer for some light use so all I need is fast, cheap and good graphics.",['Computer']
329,B073WQLZ7M,I don't have much requirements for a new computer but I need it to run fast and setup easily.,['Computer']
330,B073WQLZ7M,"I am finding a new computer for myself and I want it to boot up fast and handle several games well. Of course, the price can't be too high.","['Booting', 'Computer']"
331,B073WQLZ7M,I work at home so it's important for me to have a computer that is fast and priced well.,['Computer']
332,B073WQLZ7M,I do a lot of professional tasks so I need a computer that run tons of programmes well with a fair price.,['Computer']
333,B073WQLZ7M,I can't use my old computer anymore and I need a new one that is fast and reasonably priced. An awesome keypad is also needed.,['Computer']
334,B073WQLZ7M,I am looking for a different brand from my current computer which would be fast and well priced.,['Computer']
335,B073WQLZ7M,I am finding a fast computer.,['Computer']
336,B073WQLZ7M,I hope my money is well spent on a high quality computer.,['Computer']
337,B073WQLZ7M,"I am going to buy a new computer and I want it to have decent graphics and storage. I take my laptop around the campus so it should be sleek and light. Moreover, the price should be reasonable.",['Computer']
338,B073WQLZ7M,I am searching a good computer for school work and I think a computer with great graphic card and plenty of storage would be perfect. It's even better with a low price.,"['Computer', 'Computer']"
339,B073WQLZ7M,I need a computer that comes with a high performance-cost ratio.,[]
340,B073WQLZ7M,"I am purchasing a new computer and I want it to have good hinges because I broke those of my last computer. A good graphic card and lots of RAM would be good for me to do gaming. I don't like backlight on the keyboard because that would harm my eyes. The computer should not be too heavy for me. Last but not least, I don't want to spend too much on it.","['Backlight', 'Computer keyboard', 'Computer', 'Computer', 'Computer']"
341,B073WQLZ7M,I like playing games so games should be able to run fast on the new computer.,['Computer']
342,B073WQLZ7M,I am leaving my old computer for my family and finding myself a new computer that run games well.,"['Computer', 'Computer']"
343,B073WQLZ7M,My wife needs a new computer and I am planning to gift her one that have nicely arranged keyboard and low cost.,['Computer']
344,B073WQLZ7M,My wife wants to play more demanding games so she needs a computer that handles games well and quick. There should be tons of storage for her to store the games. The computer should also be thin and light. A great battery life is expected.,"['Computer', 'Rechargeable battery', 'Computer']"
345,B073WQLZ7M,My husband wants a faster computer that his current one.,['Computer']
346,B073WQLZ7M,I like taking my laptop around so I like it to be light and good looking.,[]
347,B073WQLZ7M,I do play some kinds of games and I need a new computer that work the games perfectly. A wonderful screen should come with an excellent price.,['Computer']
348,B073WQLZ7M,I enjoy gaming and hope the new computer works great on that.,['Computer']
349,B073WQLZ7M,My grandson wants a new computer that would be great for gaming.,['Computer']
350,B073WQLZ7M,A light computer is what I need.,['Computer']
351,B073WQLZ7M,Price is what I look into when purchasing a new computer.,['Computer']
352,B073WQLZ7M,I hope the money I spent would be exchanged for a good computer.,['Computer']
353,B073WQLZ7M,I am finding the best computer with the most reasonable price that can run games smoothly.,['Computer']
354,B073WQLZ7M,I have got a number of needs on my new computer so I am hoping for a cheap computer that fits all my needs.,"['Computer', 'Computer']"
355,B073WQLZ7M,I do some light gaming and I am finding an economical computer.,['Computer']
356,B073WQLZ7M,A cheap yet powerful computer is what I need.,['Computer']
357,B073WQLZ7M,I hope the new computer meet up my expectations with the money I paid.,['Computer']
358,B073WQLZ7M,A reasaonably priced computer is what my wife needs.,[]
359,B073WQLZ7M,I need to replace my old computer and I need the new one to be cost effective with a big screen. I don't want any bloatware. Good RAM and processor are expected.,"['Software bloat', 'Computer']"
360,B073WQLZ7M,I like sleek looking computer.,['Computer']
361,B073WQLZ7M,I want to gift a nicely priced computer to my brother-in-law.,['Computer']
362,B073WQLZ7M,Price is an important element when I purchase a new computer.,['Computer']
363,B073WQLZ7M,I am on budget gaming but I need a computer that turns on quickly.,['Computer']
364,B073WQLZ7M,Specs are important aspect that I look into when purchasing a new computer.,['Computer']
365,B073WQLZ7M,I want to play games with my friends so I need a new computer that can do well in that aspect.,['Computer']
366,B073WQLZ7M,I don't have a huge budget so the new computer should be cost-effective.,['Computer']
367,B073WQLZ7M,I do a lot of research online and I am finding a new computer with a reasonable price.,['Computer']
368,B073WQLZ7M,I need a computer that comes with reasonable price and runs games well.,['Computer']
369,B073WQLZ7M,Price is what I concern when purchasing a new computer.,['Computer']
370,B073WQLZ7M,I want a aesthetically beautiful so I would be happy to carry it around.,[]
371,B073WQLZ7M,I like beautiful things so my computer should have awesome looks.,['Computer']
372,B073WQLZ7M,My wife would like to have a computer with a high performance-cost ratio.,[]
373,B073WQLZ7M,I have a lot of things to be done so I need a quick processor on my computer.,['Computer']
374,B073WQLZ7M,I don't plan to use the computer for studying so I just need the computer to play games well.,"['Computer', 'Computer']"
375,B073WQLZ7M,I would do as much research as I could to find the best use of my money for a powerful computer.,['Computer']
376,B073WQLZ7M,I need a slim computer with high screen resolution but come with a reasonable price.,"['Smart Lander for Investigating Moon', 'Computer']"
377,B073WQLZ7M,I would need to have enough RAM to store all my files.,[]
378,B073WQLZ7M,"As a college student, I don't have high expectations on a cheap computer. It just need to have nice build quality.",['Computer']
379,B073WQLZ7M,"As a person who is into light gaming and video editing, I need a computer that goes perfect for both the aspect.","['Video editing', 'Computer']"
380,B073WQLZ7M,"I work all time on computer so I am finding a new laptop that is fast, sleek and flat. The finger pad should be sensitive, and the price should be reasonable.",['Computer']
381,B073WQLZ7M,I am considering changing my old computer and what I want is a computer that run most games well within a reasonable price range.,"['Computer', 'Computer']"
382,B073WQLZ7M,I am finding a beautiful laptop with a good screen size and a full keyboard.,['Computer keyboard']
383,B073WQLZ7M,I need a computer as a present for my little brother and he like it to be aesthetically pleasing and response fast. I just want the price to be reasonable.,['Computer']
384,B073WQLZ7M,I am buying a new computer for myself on Black Friday and I want it to play games well. The graphic card should be great and the computer should work fast and well-organized. I don't prefer a heavy computer. The screen would be better to be bright enough. The keyboard should be comfortable along with a useful numpad. I hope the price won't be too high with the those features.,"['Black', 'Computer', 'Computer', 'Computer', 'The Graphic', 'Computer keyboard', 'Numeric keypad']"
385,B073WQLZ7M,I need a good computer with good price.,['Computer']
386,B078251NTK,I am not having much money at the moment and what I need is a computer with a reasonable price.,['Computer']
387,B077P1CBYZ,I don't mind spending more money for a good computer.,['Computer']
388,B077P1CBYZ,I am a software developer and I am finding a new computer that can run IDSs with no glitch in a low cost.,"['Glitch', 'Computer']"
389,B077P1CBYZ,I need some recommendations on a cheap computer which is easy to use and able to run smoothly.,['Computer']
390,B077P1CBYZ,I want a fast computer with a reasonable price.,['Computer']
391,B077P1CBYZ,I care about gaming experience so I want a computer that play games with no problem.,['Computer']
392,B077P1CBYZ,I am not finding a fancy computer but a powerful computer with a low cost.,"['Computer', 'Computer']"
393,B077P1CBYZ,Speed is what I concern when purchasing a new computer.,['Computer']
394,B077P1CBYZ,I am finding a new computer with amazing boosted frequency and useful amount of RAM.,['Computer']
395,B077P1CBYZ,I do basic business application on my laptop so I need sufficient amount of RAM and large drive of my data. I also need it to handle my task quickly. I would be grateful if it includes separate buttons for left and right click as my previous computer didn't. The computer have to stay within the budget of my company.,"['Computer', 'Computer']"
396,B077P1CBYZ,I look into many reviews and all I want is a computer that is hast and cheap.,"['Computer', 'Hawaiiâ€“Aleutian Time Zone']"
397,B077RJD7TS,I am finding a fast computer that runs smoothly.,['Computer']
398,B077RJD7TS,I have always been hoping to have a fast computer with a backlit keyboard.,"['Computer', 'Computer keyboard']"
399,B077RJD7TS,"My old computer needs replacement and the new one should come with a big screen, sleek design and wonderful keyboard lighting.","['Computer', 'Computer keyboard']"
400,B077RJD7TS,I know what I need for my new computer: good size and bright screen.,['Computer']
401,B077ZHV9WQ,I am finding the best computer that worth my money.,['Computer']
402,B077ZHV9WQ,I don't have much requirement for my new computer. I just want it to be economical and easy to set up.,['Computer']
403,B077ZHV9WQ,I often stick on to one brand and this time I am finding a laptop that is light and has a good keypad.,[]
404,B077ZHV9WQ,My old computer needs replacement and I want a new one that has a nice screen and good keyboard.,"['Computer keyboard', 'Computer']"
405,B077ZHV9WQ,"I tend to choose brand with good reputation and I want a sleek, new computer that comes with the perfect size and a ergonomic keyboard.","['Computer', 'Ergonomic keyboard']"
406,B077ZHV9WQ,I want a computer with good performance and low cost.,['Computer']
407,B077ZHV9WQ,I hope the price would be reasonable for a good computer.,['Computer']
408,B077ZHV9WQ,Our mechanic said he needs a laptop that has a high performance-cost ratio.,[]
409,B077ZHV9WQ,I won't expect too much for my new computer but a high performance-cost ratio is a must.,[]
410,B077ZHV9WQ,I have got a lot of documents from my work so I need a new computer that can store all those files with a reasonable price.,['Computer']
411,B077ZHV9WQ,"It would be pleasant to have been able to use the computer as soon as possible, so it should be easy to set up. Moreover, the colours should be able to display greatly.",['Computer']
412,B077ZHV9WQ,I am taking the laptop to school so I want it to be light. I hope it would be able to startup fast with a low price.,[]
413,B077ZHV9WQ,I want the computer to run fast while I am at school.,['Computer']
414,B077ZHV9WQ,"Out of all the features, colour is the aspect that I pay most attention on.",[]
415,B077ZHV9WQ,I think the design of a computer do pay attribute.,['Computer']
416,B077ZHV9WQ,I am going to buy a new laptop online and I want it to have a good screen size.,[]
417,B077ZHV9WQ,I need big keys for my big fingers.,[]
418,B077ZHV9WQ,"I want to buy a new laptop so I can share it with my wife. The computer should have nice colour option and design. As it is for my wife, it should be light. The keys should be responsive and the screen should sharp. I don't want it to be too expensive.",['Computer']
419,B077ZHV9WQ,I have so many much more complicated things to do so I hope the setup would be easy.,[]
420,B077ZHV9WQ,I would like to have a new computer that has great colours.,['Computer']
421,B077ZHV9WQ,I spend long time working on document so it's good to have a non-glare screen.,[]
422,B077ZHV9WQ,I like computer with nice colour.,['Computer']
423,B077ZLH5LC,I need an inexpensive device for school.,[]
424,B077ZLH5LC,My wife asks me to buy her an economical yet powerful computer.,['Computer']
425,B077ZLH5LC,"My old computer is not working anymore so I need a cheap, pretty, new computer.","['Computer', 'Computer']"
426,B077ZLH5LC,I want to buy a new gaming laptop for myself that play games well and have a large storage. I also want it to be sleek and light.,['Gaming computer']
427,B077ZLH5LC,I hope my money is well spent on a powerful computer.,['Computer']
428,B077ZLH5LC,I am finding a fast computer with an awesome screen.,['Computer']
429,B077ZLH5LC,I have some light use of the computer and I hope the price won’t be too expensive.,['Computer']
430,B077ZLH5LC,I think design is important to a computer.,['Computer']
431,B077ZLH5LC,I would like to have great colour on my computer.,['Computer']
432,B077ZLH5LC,I like computers with beautiful colour and large screen.,[]
433,B077ZLH5LC,I am a student and I am finding an affordable computer that looks great.,['Computer']
434,B079TGL2BZ,"I am finding a new computer for myself. I need it to be fast and have great battery life. If there are plenty of ports, it would easy to upgrade. I also want the computer to be substanial with a brushed look. A good keyboard is also important.","['Computer keyboard', 'Computer', 'Artillery battery', 'Computer']"
435,B079TGL2BZ,"I am in need of a new computer that is responsive and snappy. I want it to run fast and last long. The speaker would be better if it can produce nice special mix of sound, but I don't want it pull up the cost.",['Computer']
436,B079TGL2BZ,I would be grateful to pay as long as the computer lives up to my expectation.,['Computer']
437,B079TGL2BZ,"As long as the price is reasonable, I would be happy to pay for a powerful computer.",['Computer']
438,B079TGL2BZ,A fast computer with a great price would be what I want.,['Computer']
439,B079TGL2BZ,My old computer is still going on well but I decided to go on with a new one with a longer battery life.,"['Computer', 'I Decided (album)', 'Artillery battery']"
440,B079TGL2BZ,My old computer needs replacement and I am finding for a new computer that run games well and is easily upgradable. The battery life should be excellent and it should be entirely clear from bloatware.,"['Software bloat', 'Computer', 'Artillery battery', 'Computer']"
441,B079TGL2BZ,My old computer is starting to be unreliable so I need a new one that has lots of space yet running fast. I don't want the price to be too high through.,['Computer']
442,B079TGL2BZ,The display must be incredible on my new computer.,['Computer']
443,B079TGL2BZ,I was looking to upgrade my old computer but eventually I decided I would just find a new computer that is more upgradable.,"['Computer', 'Computer', 'I Decided (album)']"
444,B079TGL2BZ,My old computer is not working anymore and I am finding a new computer with a nice price. It should include a DVD drive and be easy to expend more RAM.,"['Saint Etienne discography', 'DVD', 'Computer', 'Computer']"
445,B079TGL2BZ,I don't want to have much bloatware on my computer.,"['Software bloat', 'Computer']"
446,B079TGL2BZ,A fast computer would be preferrable.,['Computer']
447,B079TGL2BZ,I am in need of a new computer that comes with high HDD capacity and low price. The battery life should be long. The screen should be high resolution. A reasonable RAM is expected. Low heat should be produced. The speakers would be great if it is louder than the typical one.,"['Computer', 'Rechargeable battery', 'Hard disk drive']"
448,B079TGL2BZ,I am trying to find a new computer that is reasonably priced.,['Computer']
449,B079TGL2BZ,I want to have a computer that would fit into my bag.,['Computer']
450,B079TGL2BZ,"For a light use of laptop, I am finding one that runs quickly with a low cost.",[]
451,B079TGL2BZ,Price is what I consider when buying a new computer.,['Computer']
452,B079TGL2BZ,I am buying a new laptop for my daughter's graduation and it should be fast and have beautiful colours.,[]
453,B079TGL2BZ,I am new to laptop so there should be easy installation and loading.,[]
454,B079TGL2BZ,I am looking for a computer with high performance-cost ratio.,[]
455,B079TGL2BZ,I need a fast computer.,['Computer']
456,B079TGL2BZ,I am working to find the best price for the best computer.,['Computer']
457,B079TGL2BZ,I am going to find a new computer for long-term use. I would like a reassign of the Fn keys to make it look special. The speakers should be nice and the screen should be bright enough for indoor use. I need the price to be reasonable.,['Computer']
458,B079TGL2BZ,I am a middle-aged man and I have lower requirements on electrical device. I only need a fast computer that comes with plenty of storage. A good set of ports and a CD/DVD drive should be included. The speakers should be good and the battery life should be exceptional. I would like to have a dedicated number pad and a responsive touchpad.,"['Touchpad', 'Compact disc', 'Computer', 'Rechargeable battery', 'DVD']"
459,B079TGL2BZ,I would like to have a cute laptop with nice design and powerful processor. It would be better if it can play games well.,[]
460,B079TGL2BZ,I need to buy my wife a new computer and she wants it to be run fast and cool. The battery life should be long for her and she will need tons of storage space.,"['Rechargeable battery', 'Computer']"
461,B079TGL2BZ,I depend on reliable resources to make up my decision on a new computer. The computer should be fast and last long. The ports should be easily accessible and the touchpad should be nice.,"['Computer', 'Computer', 'Touchpad']"
462,B079TGL2BZ,"I don't want to borrow my husband's computer everytime I need it so I am finding myself a new computer with a nice hard drive. Since the previous one doesn’t boast with a number pad, it would be nice if the new one include one. I don't have a huge budget for the computer.","['Everytime', 'Hard disk drive', 'Computer', 'Computer', 'Computer']"
463,B079TGL2BZ,I want some good-looking computer with good price.,['Computer']
464,B079TGL2BZ,"As a college student, I am finding an affordable laptop which has a solid construction. I need it to be fast and come with a DVD drive. The screen should at least be HD and I hope the battery life would be long enough for my papers.","['DVD', 'High-definition video', 'Rechargeable battery']"
465,B079TGL2BZ,"I don't have much requirement on my new computer but I want it to be easy to setup. My other computer own Microsoft 350 so it would be nice if the Microsoft 350 can automatically updated. Moreover, it should be cheap and fast. I want the image on the screen to be crisp and clear.","['Microsoft', 'Microsoft', 'Computer', 'Computer']"
466,B079TGL2BZ,"I am finding a family laptop for my home and I want one that come with high performance-cost ratio. The picture should shown clearly on the screen. Also, it should be fast and last long.",[]
467,B079TGL2BZ,I am looking for a replacement of my old computer which I require it to have a high performance-cost ratio. The processing power should be good and there should be plenty of memory. I hope the screen is sturdy with good brightness range.,"['Random-access memory', 'Computer']"
468,B07192C4X4,I am finding a new computer that has a high performance-cost ratio.,[]
469,B07B6BTZ5K,I lost my old taplet so I am finding for a new one that show awesome graphics. I tend to watch movies on planes so it should come with a perfect size. I hope the keyboard to be sturdy and cover the tablet perfectly. I need the keys to be responsive. I sometimes do video calling with my children and it would be great if the microphone picks up sound well.,"['Computer keyboard', 'Microphone']"
470,B06XFG7157,I am finding myself a new computer that is sturdy with great body colour. The graphic card should be good for gaming and the CPU should be solid. Of cource the battery life should be decent.,"['Central processing unit', 'Artillery battery', 'Computer', 'The Graphic']"
471,B06XFG7157,"I am buying a new laptop but I also want to do gaming on it, so it should run all games well. I also want it to stay cool and startup fast. By the way, I don't have much budget on the computer.","['Computer', 'Stay Cool']"
472,B06XFG7157,"I edit photos for a living and that's why the graphics must be great on my computer. A good screen would help even more. Besides, I want it to bootup fast and perform my games well. It should be sturdy with a nice, sharp keyboard. I hope the price would be reasonable though.","['Computer', 'Computer keyboard']"
473,B06XFG7157,I won't depend too much on this laptop so I just need it to have a high performance-cost ratio.,[]
474,B06XFG7157,I can get a cheap computer and upgrade it later on. Right now I just need to play games confortably on it.,['Computer']
475,B06XFG7157,"My step son wants a computer with not much bloatware. He does mostly for gaming so a bright screen, fast refreshing, a decent keyboard and loud speakers are all the things he needs. I do hope the price won't be too high.","['Computer', 'Software bloat', 'Computer keyboard']"
476,B06XFG7157,I am willing to do some research for a good computer and currently I am finding one that play games with good frame rate.,"['Computer', 'Frame rate']"
477,B06XFG7157,I am looking for a computer that play games well with a reasonable price.,['Computer']
478,B06XFG7157,I want to change my old laptop and something cool that handle most games would be perfect.,[]
479,B06XFG7157,"I need a computer come up with the 2018 standard in sound output, keyboard and trackpad.","['Touchpad', 'Computer keyboard', 'Computer']"
480,B06XFG7157,"I am changing my old computer and I want the new to be quick, responsive and economical.",['Computer']
481,B06XFG7157,I play games on laptop and I need it to be fast.,[]
482,B06XFG7157,"I got tired of using the old computer from office so I need a new, fast computer.","['Computer', 'Computer']"
483,B06XFG7157,"My old computer is not working and I need a light, new computer with a good screen.","['Computer', 'Computer']"
484,B06XFG7157,"I would use the laptop for my graphic design classes so I want it to be lightweight and sturdy for me to bring it to class. I like having matted texture on the keys and it would nice to have even backlight. Besides, I need plenty of ports.","['Graphic design', 'Backlight']"
485,B06XFG7157,I am finding a all-rounded computer that is sturdy and has great design. I hope it is fast to boot. The graphics card should be strong and the battery should be long lasting. The price should not be too high. There should be a good selection of ports. I would also want a red backlit keyboard.,"['Rechargeable battery', 'Booting', 'Computer', 'Video card', 'Computer keyboard']"
486,B06XFG7157,I am changing from desktop to laptop and I want one that bootup fast with a quiet fan. The design should be great with a backlit keyboard. I don't want it to be cumbersome nor heavy.,['Computer keyboard']
487,B06XFG7157,I do a couple of tasks on my laptop si I want it to run games well with a reasonable price.,[]
488,B06XFG7157,"I normally connect my laptop to my tv for gaming and I hope the new laptop do great in that, without being overheated.",[]
489,B06XFG7157,The bootup should be fast on my computer.,['Computer']
490,B06XFG7157,I tend to use my next computer for a long time so the graphics ought to be beautiful.,['Computer']
491,B06XFG7157,I have never had a laptop before and so I am finding one that can run games with an amazing battery life.,['Artillery battery']
492,B06XFG7157,My past laptop just died a few days ago and I am in urgent for a computer that is well balanced for the price.,['Computer']
493,B06XFG7157,"For the specs, I specifically need a near-full-size keyboard and a non-glossy screen.",['Computer keyboard']
494,B06XFG7157,I am taking the laptop to school and I want it to have a good selection of ports for my use. I also need it to play games well with a decent display.,[]
495,B06XFG7157,I am looking for a quiet computer with a good price.,['Computer']
496,B06XFG7157,"As a college student, I need a great computer with an amazing price.",['Computer']
497,B06XFG7157,My last computer was still working but I decided to go for a faster computer which is reasonably priced.,"['Computer', 'Computer', 'I Decided (album)']"
498,B06XFG7157,I am in need of a new computer and it should work fantasticly for games. I would like it to have a glowing red keyboard and good sound output. Graphics are also important.,"['Computer', 'Computer keyboard']"
499,B06XFG7157,A good sound output is necessary.,[]
500,B06XFG7157,Speed is the aspect I look into when purchasing a new computer.,['Computer']
501,B06XFG7157,I would look carefully with all the specs that come with the computer and I want it to boot up fast with a great price.,"['Computer', 'Booting']"
502,B06XFG7157,I am finding a sturdy computer with a nice keyboard.,"['Computer', 'Computer keyboard']"
503,B06XFG7157,"My dream computer would the one with marvellous design, pleasing audio system and amazing specs.",['Computer']
504,B06XFG7157,"I have a few points to note for a perfect laptop. The build quality ought to be amazing. It shouldn't look too fancy, and the key placements should be good.",[]
505,B06XFG7157,I need a new computer for myself that feel nice and run games well.,['Computer']
506,B06XFG7157,I am into coding and I need a new computer with plenty of RAM and amazing build quality. It would even be better if it bootup fast.,['Computer']
507,B06XFG7157,I am changing my old laptop and I want a fast one that is well designed and great for gaming.,[]
508,B06XFG7157,I am finding a solid computer with a lighted charger.,['Computer']
509,B06XFG7157,I need a new computer for myself that is solidly built and has lots of features.,['Computer']
510,B06XFG7157,My son wants a computer that has cool colours on keyboard.,['Computer']
511,B06XFG7157,I am looking for a computer that will fit my budget.,['Computer']
512,B06XFG7157,I sometimes have long meetings so a computer with long battery life is a must. I would also want it to come with awesome keyboard and low cost.,"['Computer', 'Computer keyboard']"
513,B06XFG7157,My gaming niece wants some right specs for his computer.,['Computer']
